timestamp_sent,command_sent,ACT,AMR_DOCK,AMR_Footprint,AMR_PosTarget,CAMERA,ITM_ID,JIG_ID,OBJ_Nbr,OBJ_Type,STATION,taskName,task_data,task_output_position,task_output_results,task_outputs,result,task_id,receiver,dispatch_path,message,state_path,state_timeline,timestamp_returned
2026-03-16T14:07:05.063+01:00,SingleTask,2,,,,,1,4,1,810,,SingleTask,"{""id"": ""c572bab7-5af0-4b63-a2d2-3825ddcc9e08"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,c572bab7-5af0-4b63-a2d2-3825ddcc9e08,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:05.070+01:00:PENDING | 2026-03-16T14:07:06.075+01:00:EXECUTE | 2026-03-16T14:07:08.084+01:00:COMPLETE,2026-03-16T14:07:08.084+01:00
2026-03-16T14:07:08.094+01:00,SingleTask,1,,,,,1,1,2,810,,SingleTask,"{""id"": ""13fac336-305a-4b32-9c1b-a21758218139"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,13fac336-305a-4b32-9c1b-a21758218139,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:08.100+01:00:PENDING | 2026-03-16T14:07:09.104+01:00:EXECUTE | 2026-03-16T14:07:11.114+01:00:COMPLETE,2026-03-16T14:07:11.114+01:00
2026-03-16T14:07:11.116+01:00,SingleTask,2,,,,,1,10,1,810,,SingleTask,"{""id"": ""bbd7614c-28e4-4ece-ba61-9cefaddf6259"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,bbd7614c-28e4-4ece-ba61-9cefaddf6259,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:11.123+01:00:PENDING | 2026-03-16T14:07:12.128+01:00:EXECUTE | 2026-03-16T14:07:13.132+01:00:COMPLETE,2026-03-16T14:07:13.132+01:00
2026-03-16T14:07:13.147+01:00,ProcessAt3FingerStation,3,,,,,1,10,,,,ProcessAt3FingerStation,"{""id"": ""cb628cf2-5fde-4ab1-b959-3c8c821210b5"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""02""}}",0,02,"{""Position"": ""0"", ""Results"": ""02""}",succeeded,cb628cf2-5fde-4ab1-b959-3c8c821210b5,3FG,uGO_CONTROLLER > UR5E_POLYSCOPE > 3FG,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:13.155+01:00:PENDING | 2026-03-16T14:07:14.161+01:00:EXECUTE | 2026-03-16T14:07:16.169+01:00:COMPLETE,2026-03-16T14:07:16.169+01:00
2026-03-16T14:07:16.171+01:00,SingleTask,1,,,,,1,10,1,810,,SingleTask,"{""id"": ""5f468f57-dd13-44fe-aff4-6320cfee0da5"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,5f468f57-dd13-44fe-aff4-6320cfee0da5,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:16.178+01:00:PENDING | 2026-03-16T14:07:17.183+01:00:EXECUTE | 2026-03-16T14:07:19.193+01:00:COMPLETE,2026-03-16T14:07:19.193+01:00
2026-03-16T14:07:19.196+01:00,SingleTask,2,,,,,1,2,1,810,,SingleTask,"{""id"": ""ba6b62e0-fc78-4551-891d-6aa32388e2ef"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,ba6b62e0-fc78-4551-891d-6aa32388e2ef,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:19.204+01:00:PENDING | 2026-03-16T14:07:20.211+01:00:EXECUTE | 2026-03-16T14:07:22.220+01:00:COMPLETE,2026-03-16T14:07:22.220+01:00
2026-03-16T14:07:22.230+01:00,SingleTask,1,,,,,1,1,3,810,,SingleTask,"{""id"": ""ba5fbdad-f0ba-4cd3-97a7-1dcc9791defd"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,ba5fbdad-f0ba-4cd3-97a7-1dcc9791defd,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:22.237+01:00:PENDING | 2026-03-16T14:07:23.244+01:00:EXECUTE | 2026-03-16T14:07:25.253+01:00:COMPLETE,2026-03-16T14:07:25.253+01:00
2026-03-16T14:07:25.256+01:00,SingleTask,2,,,,,1,10,1,810,,SingleTask,"{""id"": ""a52178d6-6e0f-4db8-827a-53323ccd6faa"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,a52178d6-6e0f-4db8-827a-53323ccd6faa,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:25.267+01:00:PENDING | 2026-03-16T14:07:26.272+01:00:EXECUTE | 2026-03-16T14:07:27.278+01:00:COMPLETE,2026-03-16T14:07:27.278+01:00
2026-03-16T14:07:27.286+01:00,ProcessAt3FingerStation,3,,,,,1,10,,,,ProcessAt3FingerStation,"{""id"": ""bd35b7fa-6a62-4144-8047-7e70b8f21315"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""03""}}",0,03,"{""Position"": ""0"", ""Results"": ""03""}",succeeded,bd35b7fa-6a62-4144-8047-7e70b8f21315,3FG,uGO_CONTROLLER > UR5E_POLYSCOPE > 3FG,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:27.294+01:00:PENDING | 2026-03-16T14:07:28.299+01:00:EXECUTE | 2026-03-16T14:07:30.311+01:00:COMPLETE,2026-03-16T14:07:30.311+01:00
2026-03-16T14:07:30.314+01:00,SingleTask,1,,,,,1,10,1,810,,SingleTask,"{""id"": ""a99491bf-7702-4390-ada4-cb2995febe56"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,a99491bf-7702-4390-ada4-cb2995febe56,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:30.324+01:00:PENDING | 2026-03-16T14:07:31.330+01:00:EXECUTE | 2026-03-16T14:07:33.340+01:00:COMPLETE,2026-03-16T14:07:33.340+01:00
2026-03-16T14:07:33.342+01:00,SingleTask,2,,,,,1,4,2,810,,SingleTask,"{""id"": ""e2bfd65b-c8eb-454a-bcf2-657bcc82adba"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,e2bfd65b-c8eb-454a-bcf2-657bcc82adba,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:33.348+01:00:PENDING | 2026-03-16T14:07:34.354+01:00:EXECUTE | 2026-03-16T14:07:35.362+01:00:COMPLETE,2026-03-16T14:07:35.362+01:00
2026-03-16T14:07:35.374+01:00,SingleTask,1,,,,,1,1,4,810,,SingleTask,"{""id"": ""9d21d682-9881-49ec-9dcd-d55377af8a8a"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,9d21d682-9881-49ec-9dcd-d55377af8a8a,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:35.381+01:00:PENDING | 2026-03-16T14:07:36.387+01:00:EXECUTE | 2026-03-16T14:07:37.392+01:00:COMPLETE,2026-03-16T14:07:37.392+01:00
2026-03-16T14:07:37.394+01:00,SingleTask,2,,,,,1,10,1,810,,SingleTask,"{""id"": ""3341216a-378f-444f-b345-ef8515e6bf96"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,3341216a-378f-444f-b345-ef8515e6bf96,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:37.401+01:00:PENDING | 2026-03-16T14:07:38.407+01:00:EXECUTE | 2026-03-16T14:07:40.416+01:00:COMPLETE,2026-03-16T14:07:40.416+01:00
2026-03-16T14:07:40.423+01:00,ProcessAt3FingerStation,3,,,,,1,10,,,,ProcessAt3FingerStation,"{""id"": ""b04b246b-e02b-47cc-bce8-8ded3a315c3b"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""NONE""}}",0,NONE,"{""Position"": ""0"", ""Results"": ""NONE""}",succeeded,b04b246b-e02b-47cc-bce8-8ded3a315c3b,3FG,uGO_CONTROLLER > UR5E_POLYSCOPE > 3FG,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:40.432+01:00:PENDING | 2026-03-16T14:07:41.439+01:00:EXECUTE | 2026-03-16T14:07:42.444+01:00:COMPLETE,2026-03-16T14:07:42.444+01:00
2026-03-16T14:07:42.447+01:00,SingleTask,1,,,,,1,10,1,810,,SingleTask,"{""id"": ""b3c76aac-8628-4dce-9d2c-5ea743b81ecb"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,b3c76aac-8628-4dce-9d2c-5ea743b81ecb,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:42.455+01:00:PENDING | 2026-03-16T14:07:43.464+01:00:EXECUTE | 2026-03-16T14:07:44.467+01:00:COMPLETE,2026-03-16T14:07:44.467+01:00
2026-03-16T14:07:44.470+01:00,SingleTask,2,,,,,1,4,3,810,,SingleTask,"{""id"": ""c4906250-c66d-48f0-99b1-87601777a3d5"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,c4906250-c66d-48f0-99b1-87601777a3d5,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:44.477+01:00:PENDING | 2026-03-16T14:07:45.485+01:00:EXECUTE | 2026-03-16T14:07:46.489+01:00:COMPLETE,2026-03-16T14:07:46.489+01:00
2026-03-16T14:07:46.498+01:00,SingleTask,1,,,,,1,1,5,810,,SingleTask,"{""id"": ""aa8334ae-f543-485f-9cd5-f2920a65c18b"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,aa8334ae-f543-485f-9cd5-f2920a65c18b,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:46.505+01:00:PENDING | 2026-03-16T14:07:47.510+01:00:EXECUTE | 2026-03-16T14:07:49.519+01:00:COMPLETE,2026-03-16T14:07:49.519+01:00
2026-03-16T14:07:49.522+01:00,SingleTask,2,,,,,1,10,1,810,,SingleTask,"{""id"": ""bb542997-03be-4911-9df9-d7982ce5d053"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,bb542997-03be-4911-9df9-d7982ce5d053,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:49.534+01:00:PENDING | 2026-03-16T14:07:50.540+01:00:EXECUTE | 2026-03-16T14:07:52.552+01:00:COMPLETE,2026-03-16T14:07:52.552+01:00
2026-03-16T14:07:52.561+01:00,ProcessAt3FingerStation,3,,,,,1,10,,,,ProcessAt3FingerStation,"{""id"": ""068edb3f-84dd-4330-bd16-d328b8e90e75"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""02""}}",0,02,"{""Position"": ""0"", ""Results"": ""02""}",succeeded,068edb3f-84dd-4330-bd16-d328b8e90e75,3FG,uGO_CONTROLLER > UR5E_POLYSCOPE > 3FG,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:52.571+01:00:PENDING | 2026-03-16T14:07:53.576+01:00:EXECUTE | 2026-03-16T14:07:54.583+01:00:COMPLETE,2026-03-16T14:07:54.583+01:00
2026-03-16T14:07:54.586+01:00,SingleTask,1,,,,,1,10,1,810,,SingleTask,"{""id"": ""8bea9925-b4cf-458d-9b0e-d9d28bcc90e9"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,8bea9925-b4cf-458d-9b0e-d9d28bcc90e9,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:54.592+01:00:PENDING | 2026-03-16T14:07:55.597+01:00:EXECUTE | 2026-03-16T14:07:57.607+01:00:COMPLETE,2026-03-16T14:07:57.607+01:00
2026-03-16T14:07:57.610+01:00,SingleTask,2,,,,,1,2,10,810,,SingleTask,"{""id"": ""a3408a4d-0296-41c9-b1a1-c1b736853cc9"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,a3408a4d-0296-41c9-b1a1-c1b736853cc9,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:07:57.616+01:00:PENDING | 2026-03-16T14:07:58.622+01:00:EXECUTE | 2026-03-16T14:08:00.632+01:00:COMPLETE,2026-03-16T14:08:00.632+01:00
2026-03-16T14:08:00.645+01:00,SingleTask,1,,,,,1,1,6,810,,SingleTask,"{""id"": ""ca123587-b3dd-452d-be04-8abcaef03f6e"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,ca123587-b3dd-452d-be04-8abcaef03f6e,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:00.655+01:00:PENDING | 2026-03-16T14:08:01.660+01:00:EXECUTE | 2026-03-16T14:08:02.682+01:00:COMPLETE,2026-03-16T14:08:02.682+01:00
2026-03-16T14:08:02.685+01:00,SingleTask,2,,,,,1,10,1,810,,SingleTask,"{""id"": ""c1f11895-170c-4cc0-859d-125571dbcdb4"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,c1f11895-170c-4cc0-859d-125571dbcdb4,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:02.692+01:00:PENDING | 2026-03-16T14:08:03.698+01:00:EXECUTE | 2026-03-16T14:08:05.707+01:00:COMPLETE,2026-03-16T14:08:05.707+01:00
2026-03-16T14:08:05.723+01:00,ProcessAt3FingerStation,3,,,,,1,10,,,,ProcessAt3FingerStation,"{""id"": ""75b05d4c-5cfb-4915-9087-e2ae2450ce29"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""01""}}",0,01,"{""Position"": ""0"", ""Results"": ""01""}",succeeded,75b05d4c-5cfb-4915-9087-e2ae2450ce29,3FG,uGO_CONTROLLER > UR5E_POLYSCOPE > 3FG,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:05.733+01:00:PENDING | 2026-03-16T14:08:06.737+01:00:EXECUTE | 2026-03-16T14:08:07.745+01:00:COMPLETE,2026-03-16T14:08:07.745+01:00
2026-03-16T14:08:07.748+01:00,SingleTask,1,,,,,1,10,1,810,,SingleTask,"{""id"": ""ddb0eb71-e07e-405b-9ebd-9516db79e476"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,ddb0eb71-e07e-405b-9ebd-9516db79e476,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:07.756+01:00:PENDING | 2026-03-16T14:08:08.761+01:00:EXECUTE | 2026-03-16T14:08:10.770+01:00:COMPLETE,2026-03-16T14:08:10.770+01:00
2026-03-16T14:08:10.773+01:00,SingleTask,2,,,,,1,4,4,810,,SingleTask,"{""id"": ""b25c1e7d-b69d-48a4-9204-7df2970cc74b"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,b25c1e7d-b69d-48a4-9204-7df2970cc74b,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:10.781+01:00:PENDING | 2026-03-16T14:08:11.786+01:00:EXECUTE | 2026-03-16T14:08:13.797+01:00:COMPLETE,2026-03-16T14:08:13.797+01:00
2026-03-16T14:08:13.922+01:00,UpdateWorldState_From_uLM,,,,,,,,,,,UpdateWorldState_From_uLM,"{""id"": ""697e2d45-27a6-4520-8fa5-1c543dc2511f"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""Devices: (5-COMPLETE; 7-COMPLETE""}}",0,Devices: (5-COMPLETE; 7-COMPLETE,"{""Position"": ""0"", ""Results"": ""Devices: (5-COMPLETE; 7-COMPLETE""}",succeeded,697e2d45-27a6-4520-8fa5-1c543dc2511f,ULM,uGO_CONTROLLER > UR5E_POLYSCOPE > ULM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:13.929+01:00:PENDING | 2026-03-16T14:08:14.934+01:00:EXECUTE | 2026-03-16T14:08:15.940+01:00:COMPLETE,2026-03-16T14:08:15.940+01:00
2026-03-16T14:08:15.951+01:00,SingleDeviceAction,30,,,,,5,,,,,SingleDeviceAction,"{""id"": ""686aabcb-e6cd-4994-bb95-c63a1ef92dfb"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""p[0, 0, 0, 0, 0, 0]""}}",0,"p[0, 0, 0, 0, 0, 0]","{""Position"": ""0"", ""Results"": ""p[0, 0, 0, 0, 0, 0]""}",succeeded,686aabcb-e6cd-4994-bb95-c63a1ef92dfb,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:15.961+01:00:PENDING | 2026-03-16T14:08:16.968+01:00:EXECUTE | 2026-03-16T14:08:17.973+01:00:COMPLETE,2026-03-16T14:08:17.973+01:00
2026-03-16T14:08:17.986+01:00,SingleTask,1,,,,,1,3,1,810,,SingleTask,"{""id"": ""8e88c7d6-0bbe-4df3-b4e6-bbdfd2378ae7"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,8e88c7d6-0bbe-4df3-b4e6-bbdfd2378ae7,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:17.995+01:00:PENDING | 2026-03-16T14:08:18.999+01:00:EXECUTE | 2026-03-16T14:08:21.014+01:00:COMPLETE,2026-03-16T14:08:21.014+01:00
2026-03-16T14:08:21.017+01:00,SingleTask,2,,,,,1,2,19,810,,SingleTask,"{""id"": ""b7233c28-8550-479c-9ab4-b0a96a8c5860"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,b7233c28-8550-479c-9ab4-b0a96a8c5860,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:21.025+01:00:PENDING | 2026-03-16T14:08:22.029+01:00:EXECUTE | 2026-03-16T14:08:23.035+01:00:COMPLETE,2026-03-16T14:08:23.035+01:00
2026-03-16T14:08:23.044+01:00,SingleTask,1,,,,,1,3,2,810,,SingleTask,"{""id"": ""5c7c5753-774c-4daa-8cfd-4bed6d472a2b"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,5c7c5753-774c-4daa-8cfd-4bed6d472a2b,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:23.052+01:00:PENDING | 2026-03-16T14:08:24.058+01:00:EXECUTE | 2026-03-16T14:08:25.066+01:00:COMPLETE,2026-03-16T14:08:25.066+01:00
2026-03-16T14:08:25.068+01:00,SingleTask,2,,,,,1,2,28,810,,SingleTask,"{""id"": ""67d492fa-5ccc-42f5-a078-1f5cb66d87af"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,67d492fa-5ccc-42f5-a078-1f5cb66d87af,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:25.076+01:00:PENDING | 2026-03-16T14:08:26.082+01:00:EXECUTE | 2026-03-16T14:08:27.090+01:00:COMPLETE,2026-03-16T14:08:27.090+01:00
2026-03-16T14:08:27.097+01:00,SingleDeviceAction,1,,,,,5,,,,,SingleDeviceAction,"{""id"": ""2ee27e05-0d57-43d6-a9b1-e57c721499c2"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""Success""}}",0,Success,"{""Position"": ""0"", ""Results"": ""Success""}",succeeded,2ee27e05-0d57-43d6-a9b1-e57c721499c2,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:27.107+01:00:PENDING | 2026-03-16T14:08:28.113+01:00:EXECUTE | 2026-03-16T14:08:30.124+01:00:COMPLETE,2026-03-16T14:08:30.124+01:00
2026-03-16T14:08:30.126+01:00,SingleDeviceAction,4,,,,,5,,,,,SingleDeviceAction,"{""id"": ""b12d343f-3d2d-4445-8dc5-17e37004d865"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""Success""}}",0,Success,"{""Position"": ""0"", ""Results"": ""Success""}",succeeded,b12d343f-3d2d-4445-8dc5-17e37004d865,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:30.134+01:00:PENDING | 2026-03-16T14:08:31.138+01:00:EXECUTE | 2026-03-16T14:08:33.151+01:00:COMPLETE,2026-03-16T14:08:33.151+01:00
2026-03-16T14:08:33.153+01:00,SingleTask,1,,,,,1,2,1,520,,SingleTask,"{""id"": ""7d4245d4-38a6-4f69-8633-6158c91e56de"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,7d4245d4-38a6-4f69-8633-6158c91e56de,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:33.160+01:00:PENDING | 2026-03-16T14:08:34.166+01:00:EXECUTE | 2026-03-16T14:08:35.173+01:00:COMPLETE,2026-03-16T14:08:35.173+01:00
2026-03-16T14:08:35.177+01:00,SingleTask,2,,,,,5,2,1,520,,SingleTask,"{""id"": ""2b9d5611-322f-4fff-a6a7-ee75fec0e523"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,2b9d5611-322f-4fff-a6a7-ee75fec0e523,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:35.184+01:00:PENDING | 2026-03-16T14:08:36.188+01:00:EXECUTE | 2026-03-16T14:08:38.201+01:00:COMPLETE,2026-03-16T14:08:38.201+01:00
2026-03-16T14:08:38.207+01:00,SingleDeviceAction,4,,,,,5,,,,,SingleDeviceAction,"{""id"": ""9f62516a-5e84-4722-9879-980a5f5754ff"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": ""Success""}}",0,Success,"{""Position"": ""0"", ""Results"": ""Success""}",succeeded,9f62516a-5e84-4722-9879-980a5f5754ff,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:38.215+01:00:PENDING | 2026-03-16T14:08:39.221+01:00:EXECUTE | 2026-03-16T14:08:40.225+01:00:COMPLETE,2026-03-16T14:08:40.225+01:00
2026-03-16T14:08:40.228+01:00,SingleTask,1,,,,,1,2,2,520,,SingleTask,"{""id"": ""31cce322-7ecd-4b5b-b35d-2e5172333c07"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,31cce322-7ecd-4b5b-b35d-2e5172333c07,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:40.237+01:00:PENDING | 2026-03-16T14:08:41.243+01:00:EXECUTE | 2026-03-16T14:08:43.258+01:00:COMPLETE,2026-03-16T14:08:43.258+01:00
2026-03-16T14:08:43.260+01:00,SingleTask,2,,,,,5,2,1,520,,SingleTask,"{""id"": ""97f2741b-13ab-4edb-b88b-f0dfc0b1a63f"", ""status"": ""COMPLETE"", ""error"": ""null"", ""outputs"": {""Position"": ""0"", ""Results"": """"}}",0,,"{""Position"": ""0"", ""Results"": """"}",succeeded,97f2741b-13ab-4edb-b88b-f0dfc0b1a63f,ARM,uGO_CONTROLLER > UR5E_POLYSCOPE > ARM,,PENDING > EXECUTE > COMPLETE,2026-03-16T14:08:43.270+01:00:PENDING | 2026-03-16T14:08:44.274+01:00:EXECUTE | 2026-03-16T14:08:46.282+01:00:COMPLETE,2026-03-16T14:08:46.282+01:00
